id,SQ1,SQ2,DQ1,DQ2,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5#1,Q5#2,Q5#3,Q6#1,Q6#2,Q6#3,Q7#1,Q7#2,Q7#3,Q8,Q9,Q10,Q11,Q12,DQ3,DQ4,DQ5,DQ6
807,1,2,14,4,3,2,3,3,3,3,3,4,3,3,3,3,8,6,9,10,7,4,3,1,3,5,5,7,1,12,1,2,3
808,4,1,1,4,4,2,3,4,4,3,3,4,2,4,3,2,3,1,10,11,9,3,4,1,4,3,1,5,1,2,8,3,2
809,2,1,1,4,3,2,3,2,3,3,3,2,2,3,2,1,3,5,6,5,7,5,4,10,1,1,2,3,3,2,4,3,3
810,2,1,1,5,3,1,2,3,3,2,2,3,3,2,3,1,2,5,12,,,3,1,2,4,5,4,4,2,2,4,3,2
811,1,2,9,3,3,2,3,3,3,3,2,3,2,3,3,3,5,1,6,9,4,3,1,4,4,3,2,2,5,10,3,1,5
812,2,2,9,4,2,2,3,3,3,2,3,2,3,2,2,1,2,3,5,8,4,3,1,4,3,3,2,1,5,2,4,2,3
813,2,1,1,5,4,1,4,4,3,4,2,3,3,3,3,1,5,9,10,5,3,3,7,2,3,3,2,2,1,2,4,3,3
814,4,2,9,2,3,1,4,4,3,3,3,3,3,2,3,1,5,3,9,10,6,1,3,4,2,3,2,2,1,3,4,3,3
815,1,2,16,3,3,2,3,3,3,2,2,3,3,3,2,1,5,2,11,9,10,3,1,7,4,3,2,5,1,10,5,3,3
816,3,1,1,4,2,3,3,3,3,3,3,3,3,2,2,1,3,5,12,,,1,2,3,5,5,5,7,1,2,3,3,3
817,3,2,9,4,3,2,2,2,3,2,1,3,2,2,2,1,6,7,5,4,3,3,8,1,3,4,4,3,3,11,4,2,3
818,3,2,13,4,2,3,1,2,4,1,2,4,4,2,3,4,1,2,10,8,9,1,3,4,3,4,1,2,4,12,1,2,2
819,3,1,1,4,4,1,4,4,3,3,4,4,2,1,2,1,6,9,3,5,8,2,3,4,3,3,2,4,1,2,5,3,3
820,4,1,9,2,3,2,3,3,4,3,3,4,3,1,1,1,3,4,10,11,2,1,4,7,1,4,4,1,1,2,2,1,3
821,4,2,4,2,2,5,3,3,3,3,3,2,3,2,3,1,7,8,12,,,1,3,7,1,2,4,2,1,8,1,2,3
822,1,2,9,3,3,5,2,3,3,2,2,3,3,2,3,1,2,3,10,9,11,3,7,4,3,4,5,5,1,10,3,3,3
823,2,1,9,4,3,1,3,3,3,2,2,3,3,3,3,1,3,4,8,9,11,3,1,4,3,3,2,1,2,2,3,3,3
824,2,2,10,4,4,1,4,4,3,3,3,4,2,3,4,5,4,3,12,,,3,4,1,1,5,5,7,3,4,5,3,3
825,2,2,9,2,3,2,2,2,3,3,2,2,3,3,2,1,3,4,6,9,10,3,7,9,3,3,2,5,3,11,2,3,3
826,4,2,9,5,3,2,3,3,4,3,2,3,3,2,2,2,3,6,11,3,1,3,4,1,4,3,2,5,3,3,4,2,2
827,2,2,1,4,3,2,3,3,4,3,3,3,4,2,3,2,1,5,9,10,11,3,4,1,4,2,2,1,1,3,8,3,3
828,3,2,9,2,4,3,3,3,4,4,3,4,4,1,1,1,5,2,3,4,11,3,4,1,4,4,3,1,3,11,4,1,5
829,1,1,3,5,4,1,4,3,4,3,3,2,3,3,2,1,5,6,1,4,6,3,5,8,1,3,1,2,3,2,3,1,1
830,1,2,9,2,3,2,3,3,3,2,2,3,2,3,3,2,5,4,5,8,11,3,1,4,3,2,2,3,3,3,5,3,2
831,4,2,17,4,3,3,3,3,2,3,3,4,3,3,3,3,4,1,9,10,6,1,3,4,4,3,2,5,3,5,8,3,3
832,2,1,10,5,3,4,3,3,2,2,1,1,1,3,2,2,8,3,5,3,10,3,2,1,3,3,5,4,2,2,8,3,3
833,1,2,1,4,2,2,3,3,3,3,2,3,2,2,3,1,5,6,12,,,3,4,7,4,3,5,2,1,3,3,2,3
834,1,2,9,3,2,2,3,3,3,3,2,3,3,3,3,2,1,5,9,11,4,3,4,5,5,5,5,7,3,3,4,2,3
835,4,1,16,4,4,1,4,4,4,3,2,3,3,4,3,1,2,3,3,2,10,1,3,6,3,3,1,2,1,2,4,3,3
836,2,1,16,5,3,1,2,2,3,2,3,3,3,2,3,3,2,7,12,,,3,2,7,4,3,2,5,5,2,7,3,2
837,2,1,15,4,4,1,4,4,4,3,2,4,2,3,2,4,8,3,5,9,10,3,4,1,4,3,2,3,1,2,2,2,3
838,1,2,1,2,1,4,2,3,4,2,2,3,2,2,2,6,11,10,7,11,2,8,4,5,3,2,5,6,4,12,1,2,2
839,1,2,12,4,3,1,2,3,4,2,1,3,4,2,3,2,5,8,11,5,3,11,,,5,4,2,1,1,10,1,2,3
840,3,1,9,4,3,2,3,3,3,3,3,3,2,3,4,1,3,2,5,10,11,3,1,4,4,3,5,3,3,2,8,4,2
841,2,1,10,5,4,1,2,4,4,2,1,4,4,2,2,2,3,4,3,9,8,3,4,7,3,4,1,1,1,2,2,1,4
842,1,1,4,4,3,3,3,3,3,2,2,3,3,3,4,2,5,4,3,9,8,3,1,7,3,4,1,3,3,2,4,3,2
843,1,1,9,4,3,2,3,3,3,2,2,4,2,4,2,3,4,8,5,6,10,3,8,4,3,4,1,7,4,2,2,2,3
844,2,2,15,3,3,2,3,3,3,3,2,3,3,3,3,2,4,5,5,10,11,3,7,4,5,2,2,1,2,3,4,2,4
845,4,2,3,4,4,2,3,4,4,4,3,2,3,2,2,2,4,6,11,3,5,3,4,7,3,4,2,2,1,4,4,2,3
846,1,2,9,5,3,2,3,3,3,2,2,3,3,3,3,2,8,5,12,,,3,1,4,3,3,4,4,4,10,5,2,4
847,1,2,9,4,3,1,2,2,3,1,1,3,3,3,2,4,3,6,12,,,3,4,2,3,3,5,1,3,12,2,2,3
848,1,1,10,5,4,2,3,3,3,3,3,4,3,4,3,4,3,6,9,11,10,4,3,1,4,2,2,3,1,2,1,3,2
849,1,1,14,5,2,3,3,3,3,2,2,3,3,2,1,2,1,6,5,11,10,3,4,6,3,4,5,7,1,2,4,2,4
850,4,2,15,2,3,3,4,4,3,3,3,4,3,4,4,1,6,8,3,4,10,1,3,7,3,4,4,5,3,11,1,1,3
851,4,2,3,4,3,3,3,3,3,3,4,4,3,3,3,1,4,2,11,9,10,3,4,1,4,3,2,3,3,11,4,3,3
852,1,2,9,2,3,3,3,3,4,3,3,3,3,3,3,2,6,9,2,4,10,3,1,2,3,4,5,7,6,3,5,3,3
853,4,2,2,2,3,1,3,3,3,2,4,4,2,3,3,7,8,6,5,11,10,1,3,2,3,3,4,2,2,11,5,3,3
854,4,1,9,4,4,2,3,3,3,2,3,3,4,2,1,3,1,2,8,6,9,3,2,1,4,3,2,4,1,2,8,3,1
855,2,2,10,2,3,2,3,3,3,3,2,3,3,3,3,1,2,4,9,8,5,3,1,5,3,4,3,3,3,4,2,1,4
856,1,1,2,2,3,1,3,4,3,3,4,4,4,4,4,2,1,3,3,9,5,3,4,1,3,4,3,7,2,2,2,1,3
857,2,2,9,2,3,4,3,3,3,3,2,2,3,3,2,1,6,9,5,8,10,8,9,7,3,3,2,4,4,11,1,1,3
858,2,2,12,2,3,2,3,3,3,2,4,3,3,3,4,1,4,2,5,9,10,3,1,4,3,2,2,7,3,1,2,2,1
859,2,1,3,5,4,1,3,4,3,3,1,4,3,3,3,8,2,1,11,9,3,4,3,2,4,2,4,2,3,2,2,2,3
860,1,1,9,2,4,1,4,4,1,4,2,2,4,3,4,6,10,2,2,4,3,2,6,5,3,3,2,5,4,2,3,2,2
861,1,2,9,2,3,2,3,3,3,2,1,4,3,4,3,1,6,7,3,9,4,3,1,7,4,3,3,1,5,12,1,2,3
862,3,2,9,2,2,3,3,4,4,3,3,3,4,3,4,4,1,8,1,6,8,3,8,9,1,2,5,1,1,11,3,3,3
863,4,2,11,2,3,1,3,3,3,3,2,3,3,2,2,1,3,2,11,8,9,1,3,4,4,3,2,2,1,11,2,1,4
864,1,2,1,2,2,2,3,3,4,3,1,4,4,1,2,1,9,3,5,11,8,1,4,7,3,4,2,3,3,3,5,3,3
865,1,2,6,2,2,2,3,3,3,4,3,4,3,4,4,1,2,6,4,7,9,3,4,7,3,3,2,1,3,11,2,1,3
866,2,2,15,2,2,1,3,3,3,4,2,3,3,2,3,1,3,5,9,10,11,1,4,8,3,4,1,1,1,3,1,1,3
867,1,2,6,2,3,1,3,3,4,2,2,4,3,3,3,1,7,8,3,9,10,1,3,4,4,2,2,3,1,4,2,3,3
868,2,1,3,5,4,1,4,4,3,3,4,4,4,1,3,2,3,4,12,,,3,4,7,4,3,1,6,1,2,1,2,3
869,3,2,9,2,3,2,3,3,3,3,3,2,3,3,3,9,7,4,3,8,2,2,6,7,5,5,2,3,5,11,4,2,3
870,4,1,12,4,3,3,3,3,2,2,3,3,3,3,2,3,9,7,5,8,11,3,1,2,3,2,2,2,3,2,3,3,2
871,4,2,9,2,3,2,3,3,2,3,3,3,3,3,3,1,11,5,6,9,3,2,7,3,3,4,5,7,1,11,1,2,3
872,1,2,1,2,3,2,3,3,4,3,3,2,4,3,2,6,9,10,3,5,4,3,7,2,3,1,5,1,2,3,2,1,2
873,3,2,14,2,3,1,3,3,3,2,2,3,3,4,1,1,2,5,1,4,3,3,4,1,1,3,1,5,3,3,4,2,4
874,4,2,12,2,3,3,2,3,4,3,2,4,4,2,3,1,5,4,3,11,2,3,1,4,5,5,1,7,3,7,3,2,4
875,3,2,13,2,3,2,3,3,3,4,3,2,3,3,2,1,2,3,3,9,10,4,3,1,4,4,4,3,1,11,5,3,4
876,4,1,9,5,3,3,3,3,3,2,4,3,3,2,2,4,3,8,10,11,7,3,2,1,3,4,2,7,3,2,4,3,3
877,1,1,9,4,4,2,4,4,3,2,4,4,4,4,3,1,2,3,10,11,2,3,4,1,5,3,2,2,2,2,2,2,3
878,2,1,9,4,4,2,3,3,3,2,2,4,3,2,4,1,4,5,8,5,3,3,4,1,3,3,4,3,3,2,3,3,3
879,4,1,9,4,4,2,3,4,3,2,2,2,3,2,3,1,3,11,3,10,5,3,7,6,3,3,2,3,1,2,6,3,2
880,4,1,10,4,3,2,3,3,3,3,3,4,3,3,2,6,10,5,12,,,3,8,1,3,3,1,1,1,2,5,3,4
881,4,2,11,2,2,3,3,3,3,3,3,3,3,2,2,4,3,1,6,7,8,3,5,7,4,3,2,3,2,4,2,2,2
882,1,2,14,2,3,1,3,3,3,3,3,3,3,2,3,5,1,7,11,3,10,7,4,3,4,2,4,6,3,11,6,3,3
883,4,2,12,2,4,2,3,4,3,3,3,3,3,3,3,5,3,2,11,10,7,3,2,4,4,3,2,2,2,7,2,2,3
884,1,2,14,2,3,2,3,3,3,3,3,3,2,2,3,1,3,2,12,,,3,1,7,3,3,4,3,5,11,2,2,3
885,2,2,9,2,3,1,2,3,3,2,2,3,3,2,2,1,4,5,3,5,9,3,4,2,3,4,1,3,3,11,2,2,3
886,4,1,16,4,3,2,3,3,3,2,3,3,3,3,3,2,4,3,10,9,11,3,4,1,4,3,2,4,3,2,6,4,4
887,2,1,15,5,3,1,4,4,3,3,3,4,3,4,4,4,3,2,5,10,11,1,3,4,3,3,4,1,4,2,4,3,4
888,4,2,13,2,3,1,4,4,2,3,3,3,4,2,3,1,3,2,11,3,5,7,6,3,3,2,5,2,3,3,4,2,3
889,2,2,1,2,3,3,3,3,1,1,1,3,2,3,4,2,1,8,11,9,10,3,4,7,4,1,1,6,1,3,8,3,3
890,4,2,12,2,4,3,4,3,3,3,2,4,2,2,3,1,2,8,5,11,10,3,7,1,3,3,2,3,1,11,3,4,4
891,2,1,9,2,3,2,3,4,3,3,3,3,2,2,3,2,8,11,10,9,5,3,8,1,4,3,4,1,4,2,3,2,4
892,2,1,1,2,3,2,3,3,3,3,4,3,4,3,3,3,2,5,12,,,3,1,4,3,4,2,2,3,2,4,2,2
893,1,1,9,2,4,2,3,3,3,2,3,4,3,3,3,4,1,2,4,7,5,4,7,8,3,3,2,3,2,2,1,2,2
894,3,2,3,2,2,2,2,3,3,3,3,4,3,2,3,1,4,5,11,10,3,4,3,1,5,5,2,1,3,3,3,2,3
895,4,2,14,2,3,4,2,2,3,2,2,3,2,2,2,1,2,7,4,5,9,4,3,1,3,4,3,2,4,3,6,2,3
896,1,1,4,4,4,1,4,4,3,3,3,3,3,3,3,1,6,5,8,9,11,11,,,3,4,2,3,1,2,2,1,3
897,4,2,14,2,4,2,4,3,4,3,2,2,4,2,2,4,5,6,5,6,7,1,3,4,4,4,2,4,4,4,2,3,3
898,2,1,4,4,4,2,4,4,3,3,2,4,3,3,4,2,4,3,9,5,6,3,4,1,2,2,2,4,2,2,4,3,4
899,4,1,1,5,3,2,2,3,3,2,3,4,2,3,3,1,2,9,5,8,10,6,7,9,3,3,1,3,6,2,8,3,4
900,4,2,4,2,3,2,4,4,3,3,2,4,2,3,4,2,6,9,11,4,7,3,4,1,1,3,5,1,1,3,8,4,4
901,1,2,11,1,4,2,4,4,4,4,4,4,4,1,4,1,2,4,1,4,5,1,3,4,4,3,5,7,1,10,1,2,3
902,2,2,1,2,3,2,3,3,4,3,2,3,3,3,3,1,3,8,5,10,11,3,1,2,3,5,3,2,3,2,8,4,2
903,3,1,1,4,4,3,3,4,3,2,2,3,3,3,4,1,5,3,12,,,1,3,4,4,3,4,3,3,1,2,2,4
904,3,1,6,4,4,2,3,4,3,3,2,2,3,2,3,1,6,5,2,3,7,3,2,1,1,3,2,2,1,1,6,3,4
905,4,1,9,4,3,3,3,3,2,3,3,3,3,3,3,2,5,9,8,10,11,3,2,1,2,5,2,3,1,1,5,3,3
906,3,1,1,4,4,1,3,3,3,2,1,4,2,2,3,1,2,8,3,9,10,3,1,4,2,3,2,4,3,1,8,3,3
907,4,1,11,4,3,4,3,3,1,2,2,3,2,3,3,2,5,3,9,11,10,3,1,4,3,3,4,1,2,1,3,2,3
908,1,2,17,2,3,3,2,2,3,2,2,3,3,3,2,1,3,5,10,7,6,3,4,1,3,4,5,4,3,7,2,3,3
909,3,1,13,5,4,2,3,4,4,2,2,2,4,2,4,5,1,3,5,8,4,1,5,8,3,1,2,4,5,1,5,2,3
910,1,2,9,2,3,1,3,4,3,2,3,4,3,2,2,2,3,6,10,11,9,3,1,4,4,3,4,1,2,10,4,3,3
911,2,2,1,2,2,1,4,4,3,2,1,3,3,1,4,2,11,7,3,10,9,3,1,2,4,4,1,5,3,11,3,3,4
912,4,2,16,2,3,2,3,3,3,3,3,3,2,3,3,1,4,5,10,11,3,3,4,1,1,3,2,5,1,11,5,3,3
913,3,1,7,4,4,2,3,4,3,3,4,2,3,3,4,1,5,3,3,2,10,3,1,4,4,2,1,4,5,1,2,2,3
914,2,2,1,2,3,2,2,3,4,1,1,2,4,3,2,1,2,3,12,,,3,4,1,3,4,4,3,3,2,2,3,4
915,4,1,2,4,4,3,4,4,3,3,4,4,3,3,4,1,3,5,12,,,2,3,7,5,2,2,2,3,1,6,2,3
916,1,2,1,2,3,1,3,3,4,2,4,4,3,3,4,2,4,9,10,5,8,3,2,7,3,2,2,1,5,10,6,3,4
917,4,1,1,4,3,2,3,3,3,2,2,3,2,3,3,5,3,1,4,7,6,3,4,1,4,3,2,7,4,1,8,3,2
918,1,2,1,2,4,2,3,3,3,3,2,3,2,3,2,1,2,4,5,11,9,3,4,1,4,3,2,4,3,3,5,3,4
919,4,1,2,5,4,2,3,3,3,2,2,3,3,3,3,2,5,4,11,10,5,3,5,2,4,3,2,4,3,1,7,3,3
920,2,2,15,2,2,2,2,3,3,3,4,3,2,4,4,1,4,6,1,5,6,2,5,9,3,3,3,3,4,11,2,3,4
921,4,1,1,4,3,1,3,4,3,3,2,3,3,3,3,2,4,1,8,9,10,3,4,6,3,4,2,2,1,1,8,4,4
922,4,2,5,2,3,2,3,3,2,3,3,4,3,3,3,3,1,6,3,4,6,3,9,7,2,2,2,3,3,3,6,4,3
923,2,2,9,2,3,3,3,3,3,2,3,3,2,3,3,5,1,2,7,10,9,3,4,1,1,3,2,2,1,11,4,3,3
924,3,1,1,4,3,2,3,3,3,2,2,3,3,3,2,1,3,4,11,10,6,1,3,4,4,5,2,7,1,1,5,3,2
925,3,1,4,4,4,1,3,4,3,3,3,4,2,4,3,1,2,3,10,11,5,3,1,4,3,3,4,4,1,1,4,2,5
926,1,2,1,2,4,2,4,4,3,3,2,2,2,3,3,4,6,10,3,4,5,3,4,5,3,3,1,2,4,5,4,2,1
927,2,2,16,2,3,3,3,3,3,3,3,3,3,3,2,1,8,10,1,4,10,1,3,8,4,3,3,4,3,11,2,2,3
928,4,2,4,1,3,1,2,3,4,2,3,3,4,3,3,1,3,4,5,6,9,6,5,9,4,4,5,7,1,11,2,2,2
929,2,2,1,2,4,2,3,4,3,2,2,4,3,3,2,8,1,4,2,9,11,3,1,4,4,4,4,3,2,11,3,2,2
930,1,2,9,2,2,2,3,3,3,3,3,3,3,3,2,1,2,3,4,5,6,2,3,6,2,2,1,1,3,3,1,2,2
931,4,1,1,4,4,2,3,4,3,2,4,3,3,1,3,3,1,2,9,10,11,3,1,2,4,2,1,3,1,1,8,3,3
932,2,2,12,2,3,1,3,3,3,3,2,2,3,2,2,1,5,4,5,3,8,3,2,8,3,4,5,2,4,5,4,3,4
933,4,1,1,4,4,2,3,3,3,2,2,4,3,2,3,1,3,8,5,9,11,3,4,1,3,3,2,2,1,1,4,3,4
934,4,1,6,4,3,4,2,3,4,2,3,4,3,1,2,2,3,6,2,3,9,3,4,1,1,4,4,3,2,1,5,3,4
935,1,2,9,2,2,1,3,3,4,2,2,3,3,2,3,2,3,4,11,10,5,3,1,2,3,3,2,4,3,10,4,3,4
936,2,2,9,2,3,2,4,4,3,4,4,4,3,2,3,2,6,1,10,3,11,3,1,8,3,2,2,5,5,2,5,4,3
937,3,1,4,4,3,3,3,3,3,4,4,3,3,2,3,1,7,4,12,,,1,3,4,3,3,1,3,3,1,4,3,3
938,3,1,3,5,3,2,3,4,3,3,3,3,3,2,3,2,3,8,12,,,3,1,4,2,3,2,4,1,1,8,3,3
939,3,1,1,4,3,2,3,4,3,3,3,3,4,2,3,1,2,5,9,10,11,3,1,4,4,3,4,2,3,1,6,3,3
940,4,2,4,2,4,1,4,4,2,3,4,3,4,2,3,2,8,10,4,5,1,3,1,7,3,2,4,4,4,3,5,4,4
941,1,2,1,2,2,3,2,3,3,3,4,4,2,3,3,2,1,3,12,,,3,2,1,3,3,1,4,3,3,4,3,3
942,1,2,1,2,2,2,3,3,3,2,2,4,3,2,2,1,3,2,5,11,10,3,4,1,3,3,2,3,3,10,1,1,3
943,4,1,11,4,3,1,3,3,3,3,2,2,2,2,3,1,4,5,3,7,11,2,3,1,1,3,1,4,4,1,4,2,4
944,3,2,17,2,3,1,3,3,3,4,4,3,3,2,3,1,4,9,12,,,11,,,3,2,1,3,4,11,3,3,4
945,2,2,9,2,3,2,3,3,3,3,3,4,4,3,3,1,2,3,9,10,11,3,7,6,4,3,5,2,2,3,5,3,3
946,2,1,1,2,3,1,3,4,4,2,2,4,4,2,3,3,4,5,8,10,11,3,1,4,4,4,5,3,2,1,3,2,3
947,2,1,1,5,4,3,4,4,3,3,4,4,4,4,3,1,4,9,12,,,7,2,3,5,3,2,3,2,1,4,3,5
948,2,1,2,4,3,2,3,3,3,3,3,3,3,3,4,3,2,5,6,10,9,3,1,4,4,3,3,2,1,1,5,3,3
949,3,2,9,2,4,1,4,3,3,3,4,4,3,2,4,4,5,6,12,,,4,3,1,5,5,5,7,6,11,1,1,3
950,3,2,9,2,3,1,2,3,3,2,3,3,4,2,2,1,2,3,12,,,3,4,2,3,4,5,2,3,4,4,2,2
951,1,2,1,2,3,3,2,3,3,3,2,3,3,2,2,5,9,1,7,11,8,3,5,7,4,3,4,3,3,9,1,2,3
952,1,2,9,2,3,1,3,4,3,2,3,4,2,4,3,1,4,7,8,10,6,3,1,7,4,3,2,7,1,3,5,3,3
953,3,2,9,2,3,3,3,3,3,3,3,3,3,2,3,1,3,4,12,,,3,1,2,3,3,2,3,3,3,4,3,2
954,2,2,9,2,4,3,3,2,3,4,1,3,3,4,2,5,3,8,11,9,4,7,4,3,3,4,4,3,2,4,1,2,4
955,2,2,9,2,3,2,3,3,3,3,4,4,3,2,3,2,1,7,2,7,8,3,1,4,3,3,1,5,5,11,5,2,3
956,1,2,9,2,3,3,3,3,3,3,2,4,2,3,2,5,1,2,9,10,6,3,4,1,4,3,2,3,3,10,2,2,2
957,1,2,1,2,2,2,2,3,4,2,2,3,3,1,1,2,1,11,10,11,3,3,7,2,4,4,5,3,1,10,2,2,3
958,4,2,15,2,3,2,3,3,3,2,3,4,2,2,3,1,5,9,3,10,8,3,4,1,4,3,1,3,3,11,3,3,3
959,2,1,1,4,3,2,3,2,3,3,2,3,1,2,3,1,2,3,3,11,10,3,4,1,3,4,2,3,1,1,6,4,3
960,4,1,2,4,4,1,4,4,4,3,3,4,4,4,3,2,1,3,3,1,2,2,3,1,1,2,2,2,2,1,8,3,4
961,4,1,15,4,4,2,3,3,3,3,4,3,3,2,3,5,2,4,3,9,8,3,4,1,4,3,2,3,2,1,4,3,2
962,3,1,9,4,3,2,3,3,3,3,3,3,3,2,3,5,3,1,5,3,1,11,,,2,5,2,3,1,1,5,3,3
963,2,2,9,2,4,1,3,3,4,2,3,3,4,2,2,2,7,6,9,11,10,3,4,1,4,4,3,1,1,3,5,2,4
964,3,1,9,4,4,1,2,3,4,2,3,3,4,3,1,1,3,9,5,11,10,3,1,4,3,4,1,1,3,1,8,4,1
965,2,2,9,2,3,2,2,3,3,2,2,3,3,2,2,1,5,3,11,10,2,3,1,4,1,4,4,1,4,11,4,3,3
966,1,2,6,2,3,2,2,3,3,3,3,3,3,2,2,1,3,4,5,2,11,3,2,4,3,3,4,2,1,4,6,1,4
967,4,1,9,4,4,1,4,4,3,3,4,3,3,2,3,2,3,1,12,,,3,1,4,4,3,4,3,5,1,7,2,3
968,1,2,9,2,3,1,3,3,4,2,2,2,4,2,3,5,4,8,12,,,3,1,4,3,3,5,1,2,10,1,1,2
969,4,1,16,5,3,2,3,3,4,3,3,4,3,2,3,3,2,1,10,11,5,4,3,1,3,3,1,2,3,1,8,3,3
970,4,1,1,2,3,1,3,3,2,3,3,3,2,3,3,5,3,9,9,4,1,1,3,5,3,2,2,3,2,1,5,3,2
971,1,2,9,2,4,2,1,3,4,1,1,2,4,2,1,3,1,8,11,6,9,3,10,2,4,4,4,2,3,2,2,3,4
972,2,2,1,2,3,1,4,4,3,4,2,4,3,3,3,5,4,1,3,7,8,3,1,2,2,2,2,6,1,5,4,1,4
973,1,1,2,4,3,2,4,3,3,2,3,3,3,2,3,1,2,3,3,11,10,3,1,4,4,3,1,2,1,1,6,3,4
974,4,1,9,4,3,2,3,3,3,3,3,3,3,2,2,1,3,5,9,11,4,3,4,1,4,2,2,2,3,1,8,3,3
975,4,2,9,2,3,1,3,4,3,3,3,4,3,4,3,4,1,8,12,,,4,10,9,4,4,1,5,5,10,1,1,3
976,2,2,9,2,3,2,3,3,3,3,3,3,3,4,3,2,3,5,5,8,10,3,1,8,3,3,4,5,1,9,1,1,1
977,2,2,9,2,3,1,3,3,4,3,2,2,4,3,3,4,3,2,6,9,10,5,7,6,4,4,2,1,3,11,4,2,4
978,4,2,12,2,3,2,2,3,4,1,3,4,3,3,3,1,4,2,5,3,9,3,4,1,3,3,3,1,1,11,1,1,2
979,3,1,16,4,4,2,3,3,3,4,4,3,3,4,3,5,3,8,3,2,1,5,2,1,2,3,2,3,2,1,7,4,2
980,2,1,9,2,3,3,3,3,3,2,2,4,2,4,2,1,2,3,4,5,9,3,7,1,1,4,4,1,5,1,2,2,3
981,4,2,13,2,3,2,3,4,4,4,4,3,4,2,2,1,2,5,12,,,3,1,4,5,3,4,4,1,7,5,2,2
982,2,1,9,4,4,1,3,4,3,3,2,3,3,3,2,3,1,8,9,10,11,3,1,4,4,3,2,2,3,1,8,2,3
983,4,1,1,5,4,2,3,4,4,3,3,4,4,4,4,5,3,4,4,5,3,3,2,1,3,2,2,4,1,1,8,3,3
984,3,1,16,4,3,2,3,3,3,4,3,3,4,3,3,4,1,2,5,9,6,3,6,4,3,3,2,5,2,1,4,3,3
985,4,1,7,4,3,2,3,3,3,2,2,3,3,3,2,5,3,1,10,11,6,3,8,2,2,3,2,4,3,1,8,2,3
986,4,2,13,2,3,2,3,3,4,3,2,3,3,4,2,1,7,5,12,,,4,5,3,3,2,3,1,1,3,2,2,3
987,4,1,14,5,3,2,3,3,3,3,3,3,4,3,3,1,3,4,4,6,10,1,3,4,3,3,2,4,3,1,7,3,3
988,4,1,9,4,4,1,3,3,3,2,2,4,2,3,3,2,3,1,9,8,10,3,4,1,4,4,4,2,3,1,4,2,2
989,4,1,5,4,4,2,4,3,3,4,2,4,3,3,3,3,4,1,12,,,3,1,2,3,2,1,2,1,1,8,2,4
990,3,1,6,4,4,1,3,3,2,2,3,3,2,2,2,2,3,5,1,4,6,2,4,6,3,2,1,2,3,1,6,4,5
991,1,1,15,5,3,1,3,3,3,2,2,2,4,2,2,8,3,2,1,4,5,3,7,2,5,4,2,3,4,1,3,2,4
992,4,1,9,4,3,1,3,3,3,3,3,4,3,2,3,4,6,9,12,,,3,4,1,3,2,2,7,1,1,5,3,1
993,2,2,16,4,3,3,3,3,3,3,2,4,3,4,3,6,7,10,3,9,4,3,2,8,3,3,4,3,1,3,5,3,3
994,2,2,16,2,3,2,3,4,3,3,3,3,2,3,3,1,3,5,8,7,9,3,4,2,4,2,2,1,3,12,2,2,3
995,4,1,2,4,3,1,4,3,2,3,3,3,3,2,3,1,5,3,4,7,9,4,3,1,4,2,4,3,2,1,5,3,3
996,1,2,4,3,3,2,3,3,4,3,3,4,3,2,2,1,5,7,9,4,5,2,4,7,4,3,2,3,3,10,2,1,3
997,1,2,4,4,4,2,4,3,2,2,1,4,4,2,4,1,6,4,9,10,11,3,2,1,1,2,2,2,2,3,6,2,2
998,2,2,5,4,3,1,2,2,4,1,1,4,3,1,3,2,1,8,2,7,5,3,7,2,3,4,5,1,3,12,1,2,4
999,4,2,15,2,3,1,3,3,4,3,3,2,3,3,3,2,1,7,5,9,6,3,1,4,3,1,2,7,1,4,8,2,2
1000,4,2,16,2,3,3,3,3,3,3,2,3,4,2,3,2,5,11,12,,,3,7,1,4,2,2,2,3,5,2,2,2
1001,3,1,9,5,3,2,3,3,3,3,3,3,3,3,2,2,5,3,2,5,9,3,7,1,1,3,3,3,3,1,5,3,2
1002,2,1,6,4,3,3,3,3,4,3,2,3,4,4,4,8,2,6,10,11,4,4,1,3,3,3,2,2,5,1,8,4,4
1003,2,1,17,4,3,2,4,4,3,4,4,2,2,3,3,2,3,4,3,5,2,3,4,1,2,3,2,3,1,1,3,3,2
1004,3,1,9,4,4,2,2,4,4,3,3,4,3,1,2,1,3,5,3,8,5,4,3,1,1,4,2,3,2,1,2,2,2
1005,2,1,9,5,4,2,4,4,3,4,4,2,3,3,3,2,1,3,12,,,3,1,5,5,3,4,4,3,1,6,3,1
1006,4,1,1,4,4,2,3,3,3,3,4,4,3,3,3,3,4,1,3,5,9,3,1,4,3,2,2,5,4,1,8,4,3
1007,2,1,1,4,3,2,3,3,3,4,4,3,3,3,3,1,2,3,1,2,3,1,2,3,1,1,1,1,1,1,5,3,3
1008,1,2,9,4,3,1,3,3,4,2,4,4,4,2,1,1,8,3,5,4,11,3,7,4,3,4,2,3,3,3,1,2,4
1009,1,2,1,3,3,2,2,3,4,2,2,3,3,2,2,1,6,7,4,10,11,1,4,8,4,4,5,3,3,10,7,4,3
1010,1,2,1,4,3,1,2,4,4,3,3,4,4,2,2,2,1,3,11,10,4,3,1,2,3,3,2,3,2,2,5,3,3
